"","participant.id_in_session","participant.code","participant.label","participant._current_page_name","participant.time_started_utc","age","gender","education","income","dataScience","dataTeach","1.player.rating0","1.player.vignetteNumber","1.player.order_behavior_types","2.player.rating0","2.player.vignetteNumber","2.player.order_behavior_types","3.player.rating0","3.player.vignetteNumber","3.player.order_behavior_types","4.player.rating0","4.player.vignetteNumber","4.player.order_behavior_types","5.player.rating0","5.player.vignetteNumber","5.player.order_behavior_types","6.player.rating0","6.player.vignetteNumber","6.player.order_behavior_types","7.player.rating0","7.player.vignetteNumber","7.player.order_behavior_types","8.player.rating0","8.player.vignetteNumber","8.player.order_behavior_types","9.player.rating0","9.player.vignetteNumber","9.player.order_behavior_types","10.player.rating0","10.player.vignetteNumber","10.player.order_behavior_types","11.player.rating0","11.player.vignetteNumber","11.player.order_behavior_types","12.player.rating0","12.player.vignetteNumber","12.player.order_behavior_types","13.player.rating0","13.player.vignetteNumber","13.player.order_behavior_types","14.player.rating0","14.player.vignetteNumber","14.player.order_behavior_types","15.player.rating0","15.player.vignetteNumber","15.player.order_behavior_types","16.player.rating0","16.player.vignetteNumber","16.player.order_behavior_types","footprint.regional","footprint.recycling","footprint.diet","footprint.travel.car","footprint.travel.bus","footprint.travel.train","footprint.flying","footprint.electricity","total_co2","conservative_liberal","age_year","climate_change_concern1","climate_change_concern2","climate_change_concern3","climate_change_concern4","policy_item1","policy_item2","policy_item3","policy_item4","policy_item5","policy_item6","policy_item7","policy_item8","policy_item9","policy_item10","policy_item11","policy_item12","cc_concern.mean","conservative_liberal.binary","policy.support.total","policy.car","policy.flying","policy.RE","policy.meat","policy.recycle","policy.regional_food","policies.subsidies","policies.taxes"
"148",148,"5alc2706","56d33245321cae000b68d9e4","end","2023-10-27 16:00:35.977056",66,"Male","Further education","23.001£ to 30.500£",1,1,6,3,"['Electricity', 'Food', 'Recycling', 'Diet', 'Vacation', 'Commute']",5,14,"['Food', 'Recycling', 'Diet', 'Electricity', 'Vacation', 'Commute']",7,6,"['Recycling', 'Electricity', 'Commute', 'Vacation', 'Diet', 'Food']",5,9,"['Electricity', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Food']",3,1,"['Vacation', 'Diet', 'Electricity', 'Recycling', 'Food', 'Commute']",2,5,"['Diet', 'Vacation', 'Commute', 'Recycling', 'Electricity', 'Food']",6,10,"['Food', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Vacation']",6,8,"['Commute', 'Electricity', 'Food', 'Vacation', 'Diet', 'Recycling']",6,2,"['Vacation', 'Electricity', 'Recycling', 'Food', 'Commute', 'Diet']",7,15,"['Vacation', 'Electricity', 'Diet', 'Food', 'Commute', 'Recycling']",3,4,"['Vacation', 'Food', 'Diet', 'Recycling', 'Electricity', 'Commute']",5,11,"['Electricity', 'Diet', 'Food', 'Commute', 'Vacation', 'Recycling']",4,13,"['Vacation', 'Diet', 'Food', 'Commute', 'Recycling', 'Electricity']",7,7,"['Electricity', 'Food', 'Vacation', 'Commute', 'Diet', 'Recycling']",5,0,"['Diet', 'Vacation', 'Recycling', 'Food', 'Commute', 'Electricity']",3,12,"['Vacation', 'Diet', 'Food', 'Recycling', 'Commute', 'Electricity']",-0.22,0,2.282,0.2726,0.1555,0.0729,0.9,1.294697,4.8,10,1957,2,5,5,5,3,1,2,1,5,6,1,6,1,5,6,7,4.25,"right-leaning",3.66666666666667,2,1.5,5.5,3.5,3,6.5,4.5,2.83333333333333
"149",149,"afafrff3","653bb95b0268ecbcadfb3c08","end","2023-10-27 16:00:36.475808",48,"Female","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,1,0,"['Recycling', 'Vacation', 'Commute', 'Diet', 'Electricity', 'Food']",4,13,"['Commute', 'Vacation', 'Electricity', 'Recycling', 'Diet', 'Food']",4,5,"['Vacation', 'Commute', 'Electricity', 'Diet', 'Food', 'Recycling']",3,3,"['Vacation', 'Recycling', 'Electricity', 'Diet', 'Commute', 'Food']",4,11,"['Diet', 'Food', 'Electricity', 'Vacation', 'Commute', 'Recycling']",3,6,"['Vacation', 'Recycling', 'Electricity', 'Food', 'Diet', 'Commute']",2,4,"['Diet', 'Vacation', 'Food', 'Commute', 'Recycling', 'Electricity']",3,2,"['Commute', 'Vacation', 'Diet', 'Food', 'Electricity', 'Recycling']",3,10,"['Commute', 'Recycling', 'Vacation', 'Electricity', 'Food', 'Diet']",2,1,"['Electricity', 'Recycling', 'Diet', 'Vacation', 'Food', 'Commute']",3,7,"['Electricity', 'Commute', 'Diet', 'Food', 'Recycling', 'Vacation']",3,8,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",4,9,"['Vacation', 'Food', 'Recycling', 'Commute', 'Diet', 'Electricity']",3,12,"['Food', 'Recycling', 'Vacation', 'Electricity', 'Commute', 'Diet']",5,15,"['Commute', 'Recycling', 'Food', 'Diet', 'Vacation', 'Electricity']",5,14,"['Food', 'Electricity', 'Vacation', 'Recycling', 'Diet', 'Commute']",0,-0.0575,2.282,0.2726,0,0,0.36,0.6988837,3.2,4,1975,6,6,6,6,7,2,4,6,7,2,5,7,5,7,6,6,6,"left-leaning",5.33333333333333,4.5,5,4.5,6,6,6,6.33333333333333,4.33333333333333
"150",150,"tffxz0eb","5bec992f398eb00001a24ace","end","2023-10-27 16:00:39.893998",27,"Male","Further education","< 18.000£",1,1,7,10,"['Commute', 'Diet', 'Recycling', 'Vacation', 'Food', 'Electricity']",8,13,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Commute', 'Food']",4,12,"['Commute', 'Recycling', 'Electricity', 'Diet', 'Food', 'Vacation']",4,9,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Diet', 'Commute']",5,4,"['Vacation', 'Commute', 'Food', 'Diet', 'Electricity', 'Recycling']",5,2,"['Recycling', 'Diet', 'Vacation', 'Food', 'Electricity', 'Commute']",5,14,"['Vacation', 'Electricity', 'Commute', 'Diet', 'Food', 'Recycling']",5,7,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Commute', 'Diet']",6,6,"['Vacation', 'Electricity', 'Food', 'Commute', 'Diet', 'Recycling']",7,11,"['Electricity', 'Diet', 'Recycling', 'Commute', 'Vacation', 'Food']",5,8,"['Diet', 'Recycling', 'Vacation', 'Electricity', 'Commute', 'Food']",1,0,"['Recycling', 'Food', 'Commute', 'Diet', 'Electricity', 'Vacation']",10,15,"['Food', 'Recycling', 'Commute', 'Diet', 'Electricity', 'Vacation']",5,5,"['Commute', 'Electricity', 'Food', 'Vacation', 'Diet', 'Recycling']",5,3,"['Diet', 'Vacation', 'Food', 'Commute', 'Recycling', 'Electricity']",3,1,"['Diet', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Commute']",0,-0.0575,2.282,0,0,0,0,0.6988837,2.9,5,1995,4,4,4,4,7,5,4,3,5,1,1,6,1,5,6,1,4,"left-leaning",3.75,6,3.5,3,3.5,3,3.5,5.5,2
"151",151,"hsftp7cp","6147568a852e8ede83722b7e","end","2023-10-27 16:00:46.232856",30,"Male","Compulsory education","30.501£ to 45.000£",1,1,4,1,"['Diet', 'Electricity', 'Food', 'Recycling', 'Vacation', 'Commute']",6,9,"['Recycling', 'Diet', 'Food', 'Vacation', 'Commute', 'Electricity']",4,10,"['Vacation', 'Recycling', 'Food', 'Commute', 'Diet', 'Electricity']",4,14,"['Recycling', 'Food', 'Vacation', 'Electricity', 'Diet', 'Commute']",6,15,"['Electricity', 'Food', 'Diet', 'Recycling', 'Vacation', 'Commute']",5,13,"['Electricity', 'Vacation', 'Diet', 'Food', 'Recycling', 'Commute']",3,8,"['Recycling', 'Vacation', 'Commute', 'Food', 'Diet', 'Electricity']",4,7,"['Recycling', 'Food', 'Electricity', 'Commute', 'Diet', 'Vacation']",6,11,"['Commute', 'Food', 'Vacation', 'Electricity', 'Diet', 'Recycling']",5,12,"['Vacation', 'Recycling', 'Electricity', 'Food', 'Diet', 'Commute']",3,4,"['Recycling', 'Electricity', 'Diet', 'Food', 'Vacation', 'Commute']",3,0,"['Food', 'Commute', 'Recycling', 'Vacation', 'Diet', 'Electricity']",5,5,"['Recycling', 'Electricity', 'Commute', 'Diet', 'Food', 'Vacation']",4,6,"['Vacation', 'Electricity', 'Commute', 'Recycling', 'Diet', 'Food']",3,3,"['Recycling', 'Electricity', 'Vacation', 'Diet', 'Commute', 'Food']",2,2,"['Diet', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Food']",-0.11,-0.0575,2.282,1.0872,1.11645,0.5463,0.9,1.294697,7.1,5,1993,4,3,4,4,3,3,4,3,3,4,3,3,4,3,3,4,3.75,"left-leaning",3.33333333333333,3,3.5,3.5,3,3.5,3.5,3.16666666666667,3.5
"152",152,"zz2o1u7d","5e16ef52a2c696c9ecf3c849","end","2023-10-27 16:00:50.124980",57,"Male","Compulsory education","30.501£ to 45.000£",1,1,6,5,"['Electricity', 'Vacation', 'Food', 'Diet', 'Recycling', 'Commute']",5,4,"['Commute', 'Food', 'Recycling', 'Vacation', 'Electricity', 'Diet']",3,1,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Commute', 'Food']",3,9,"['Commute', 'Food', 'Electricity', 'Recycling', 'Diet', 'Vacation']",4,6,"['Diet', 'Electricity', 'Vacation', 'Commute', 'Food', 'Recycling']",6,15,"['Electricity', 'Vacation', 'Commute', 'Diet', 'Recycling', 'Food']",4,13,"['Commute', 'Recycling', 'Food', 'Diet', 'Electricity', 'Vacation']",4,7,"['Commute', 'Recycling', 'Food', 'Diet', 'Electricity', 'Vacation']",4,3,"['Vacation', 'Food', 'Recycling', 'Commute', 'Electricity', 'Diet']",5,11,"['Diet', 'Commute', 'Food', 'Recycling', 'Vacation', 'Electricity']",2,0,"['Recycling', 'Commute', 'Diet', 'Electricity', 'Food', 'Vacation']",4,8,"['Commute', 'Food', 'Diet', 'Vacation', 'Recycling', 'Electricity']",4,2,"['Diet', 'Food', 'Commute', 'Recycling', 'Electricity', 'Vacation']",5,10,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Food', 'Recycling']",6,14,"['Commute', 'Vacation', 'Food', 'Recycling', 'Diet', 'Electricity']",5,12,"['Recycling', 'Electricity', 'Food', 'Commute', 'Vacation', 'Diet']",-0.33,-0.0575,2.282,1.0872,0,0,2.07,1.294697,6.3,6,1966,2,2,2,2,4,1,1,1,4,1,1,1,2,7,6,1,2,"right-leaning",2.5,2.5,1,2.5,1,4.5,3.5,3.83333333333333,1.16666666666667
"153",153,"9sd2spjv","5edec1fe543b8816c672b069","end","2023-10-27 16:00:56.990479",29,"Male","Higher education (Bachelor, Master, PhD)","18.000£ to 23.000£",1,1,3,12,"['Commute', 'Diet', 'Food', 'Vacation', 'Electricity', 'Recycling']",5,2,"['Electricity', 'Recycling', 'Commute', 'Food', 'Vacation', 'Diet']",6,3,"['Electricity', 'Commute', 'Food', 'Recycling', 'Vacation', 'Diet']",1,0,"['Food', 'Electricity', 'Recycling', 'Commute', 'Vacation', 'Diet']",6,13,"['Vacation', 'Commute', 'Food', 'Diet', 'Recycling', 'Electricity']",7,11,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",6,7,"['Commute', 'Diet', 'Vacation', 'Recycling', 'Electricity', 'Food']",7,14,"['Recycling', 'Electricity', 'Food', 'Commute', 'Vacation', 'Diet']",10,15,"['Diet', 'Vacation', 'Commute', 'Recycling', 'Food', 'Electricity']",7,10,"['Food', 'Vacation', 'Electricity', 'Diet', 'Recycling', 'Commute']",6,5,"['Vacation', 'Commute', 'Diet', 'Electricity', 'Food', 'Recycling']",8,6,"['Recycling', 'Vacation', 'Electricity', 'Commute', 'Diet', 'Food']",6,9,"['Diet', 'Commute', 'Electricity', 'Vacation', 'Food', 'Recycling']",6,8,"['Diet', 'Recycling', 'Vacation', 'Electricity', 'Food', 'Commute']",4,4,"['Food', 'Vacation', 'Recycling', 'Commute', 'Electricity', 'Diet']",3,1,"['Vacation', 'Recycling', 'Diet', 'Commute', 'Food', 'Electricity']",-0.11,-0.0575,2.282,0.2726,0,0,0,0.6988837,3.1,8,1994,2,4,5,4,5,3,2,2,5,1,1,1,3,6,5,2,3.75,"right-leaning",3,4,2,3,1,4.5,3.5,4,2
"154",154,"za83txq5","615f09d51152027754156b2b","end","2023-10-27 16:00:58.623714",53,"Male","Higher education (Bachelor, Master, PhD)","< 18.000£",1,1,4,4,"['Commute', 'Diet', 'Vacation', 'Recycling', 'Electricity', 'Food']",5,1,"['Commute', 'Food', 'Diet', 'Recycling', 'Vacation', 'Electricity']",4,7,"['Commute', 'Recycling', 'Vacation', 'Diet', 'Electricity', 'Food']",6,14,"['Vacation', 'Food', 'Electricity', 'Commute', 'Diet', 'Recycling']",7,11,"['Commute', 'Electricity', 'Vacation', 'Food', 'Recycling', 'Diet']",5,13,"['Food', 'Recycling', 'Diet', 'Vacation', 'Electricity', 'Commute']",5,5,"['Diet', 'Commute', 'Vacation', 'Electricity', 'Recycling', 'Food']",2,0,"['Diet', 'Commute', 'Vacation', 'Electricity', 'Food', 'Recycling']",4,6,"['Recycling', 'Electricity', 'Commute', 'Food', 'Vacation', 'Diet']",5,12,"['Electricity', 'Recycling', 'Vacation', 'Commute', 'Food', 'Diet']",6,2,"['Electricity', 'Vacation', 'Food', 'Recycling', 'Commute', 'Diet']",6,9,"['Commute', 'Recycling', 'Diet', 'Electricity', 'Food', 'Vacation']",5,8,"['Vacation', 'Food', 'Recycling', 'Electricity', 'Commute', 'Diet']",7,15,"['Commute', 'Recycling', 'Vacation', 'Diet', 'Food', 'Electricity']",7,3,"['Commute', 'Vacation', 'Food', 'Diet', 'Electricity', 'Recycling']",7,10,"['Recycling', 'Vacation', 'Commute', 'Food', 'Diet', 'Electricity']",-0.22,-0.0575,2.282,0.2726,0,0,0.36,0.6988837,3,5,1970,3,4,4,5,6,1,5,5,2,1,1,6,2,6,6,3,4,"left-leaning",3.66666666666667,3.5,5,1.5,3.5,4,4.5,5.16666666666667,2.16666666666667
"155",155,"g7cnbejv","63a445e39a2fcc9bc2558d74","end","2023-10-27 16:01:08.332839",69,"Male","Compulsory education","18.000£ to 23.000£",1,1,3,1,"['Commute', 'Diet', 'Recycling', 'Food', 'Vacation', 'Electricity']",4,12,"['Recycling', 'Diet', 'Electricity', 'Food', 'Commute', 'Vacation']",4,7,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Diet', 'Commute']",6,15,"['Electricity', 'Recycling', 'Diet', 'Vacation', 'Commute', 'Food']",4,8,"['Diet', 'Vacation', 'Commute', 'Food', 'Electricity', 'Recycling']",4,5,"['Recycling', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Food']",2,0,"['Recycling', 'Electricity', 'Commute', 'Diet', 'Food', 'Vacation']",4,13,"['Electricity', 'Vacation', 'Diet', 'Recycling', 'Food', 'Commute']",6,14,"['Diet', 'Electricity', 'Vacation', 'Food', 'Recycling', 'Commute']",5,11,"['Food', 'Diet', 'Vacation', 'Electricity', 'Recycling', 'Commute']",4,9,"['Commute', 'Recycling', 'Diet', 'Food', 'Electricity', 'Vacation']",4,2,"['Electricity', 'Recycling', 'Vacation', 'Diet', 'Food', 'Commute']",3,6,"['Electricity', 'Food', 'Commute', 'Recycling', 'Diet', 'Vacation']",3,3,"['Recycling', 'Diet', 'Commute', 'Vacation', 'Electricity', 'Food']",3,4,"['Food', 'Electricity', 'Diet', 'Recycling', 'Vacation', 'Commute']",2,10,"['Vacation', 'Diet', 'Food', 'Electricity', 'Commute', 'Recycling']",-0.33,-0.0575,1.234,1.0872,0,0,0,0.6988837,2.6,5,1954,6,6,6,6,6,2,6,3,7,3,3,6,6,6,6,4,6,"left-leaning",4.83333333333333,4,4.5,5,4.5,6,5,6.16666666666667,3.5
"156",156,"htdttxp0","5e8b765e88065404c4d50fe2","task_page00","2023-10-27 16:01:09.959409",41,"Male","Further education","23.001£ to 30.500£",1,1,5,5,"['Commute', 'Recycling', 'Diet', 'Food', 'Vacation', 'Electricity']",NA,11,"['Electricity', 'Recycling', 'Diet', 'Food', 'Commute', 'Vacation']",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,0,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,"5gceaya1","5fd7b5c1b6d6ef043967330c","end","2023-10-27 16:01:13.664361",59,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,6,13,"['Vacation', 'Food', 'Diet', 'Commute', 'Recycling', 'Electricity']",2,0,"['Commute', 'Vacation', 'Electricity', 'Recycling', 'Diet', 'Food']",6,12,"['Diet', 'Electricity', 'Recycling', 'Commute', 'Vacation', 'Food']",7,2,"['Diet', 'Food', 'Recycling', 'Electricity', 'Commute', 'Vacation']",6,1,"['Food', 'Vacation', 'Commute', 'Electricity', 'Recycling', 'Diet']",7,14,"['Commute', 'Electricity', 'Diet', 'Food', 'Vacation', 'Recycling']",6,3,"['Electricity', 'Diet', 'Vacation', 'Food', 'Recycling', 'Commute']",5,4,"['Vacation', 'Electricity', 'Recycling', 'Food', 'Commute', 'Diet']",7,9,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Food', 'Diet']",6,7,"['Vacation', 'Food', 'Electricity', 'Recycling', 'Commute', 'Diet']",6,6,"['Vacation', 'Diet', 'Recycling', 'Commute', 'Electricity', 'Food']",7,15,"['Electricity', 'Recycling', 'Commute', 'Vacation', 'Food', 'Diet']",6,10,"['Commute', 'Electricity', 'Diet', 'Vacation', 'Recycling', 'Food']",7,5,"['Recycling', 'Commute', 'Diet', 'Food', 'Electricity', 'Vacation']",7,11,"['Electricity', 'Recycling', 'Diet', 'Vacation', 'Commute', 'Food']",7,8,"['Food', 'Commute', 'Vacation', 'Recycling', 'Diet', 'Electricity']",-0.22,-0.0575,2.282,1.0872,0,0,0,1.294697,4.4,7,1963,2,2,3,3,6,1,2,2,2,2,1,2,2,5,5,4,2.5,"right-leaning",2.83333333333333,3.5,2,2,1.5,3.5,4.5,3.66666666666667,2
"158",158,"ueovoijm","59b193aff69f3400018671ba","end","2023-10-27 16:01:13.979085",54,"Male","Further education","< 18.000£",1,1,5,5,"['Commute', 'Electricity', 'Diet', 'Food', 'Recycling', 'Vacation']",2,0,"['Diet', 'Recycling', 'Vacation', 'Food', 'Electricity', 'Commute']",4,2,"['Food', 'Electricity', 'Commute', 'Vacation', 'Diet', 'Recycling']",4,6,"['Diet', 'Electricity', 'Recycling', 'Vacation', 'Commute', 'Food']",5,9,"['Diet', 'Electricity', 'Food', 'Commute', 'Recycling', 'Vacation']",4,3,"['Vacation', 'Commute', 'Electricity', 'Recycling', 'Food', 'Diet']",4,10,"['Diet', 'Commute', 'Recycling', 'Electricity', 'Vacation', 'Food']",5,14,"['Food', 'Recycling', 'Commute', 'Vacation', 'Electricity', 'Diet']",4,13,"['Food', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Electricity']",5,11,"['Diet', 'Recycling', 'Electricity', 'Food', 'Commute', 'Vacation']",5,8,"['Electricity', 'Vacation', 'Commute', 'Recycling', 'Food', 'Diet']",5,12,"['Diet', 'Vacation', 'Electricity', 'Commute', 'Recycling', 'Food']",4,7,"['Diet', 'Vacation', 'Food', 'Electricity', 'Commute', 'Recycling']",3,1,"['Commute', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Diet']",5,15,"['Electricity', 'Commute', 'Food', 'Diet', 'Recycling', 'Vacation']",4,4,"['Electricity', 'Commute', 'Vacation', 'Diet', 'Recycling', 'Food']",-0.11,-0.0575,1.053,0,0.1555,0.0729,0,0.1031,1.2,8,1969,3,3,3,3,7,7,6,7,6,5,4,5,7,7,5,6,3,"right-leaning",6,7,6.5,5.5,4.5,7,5.5,6,6
"159",159,"blo30r86","60aa9b9abb58b220b9e3e9d7","end","2023-10-27 16:01:16.844167",47,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,3,7,"['Electricity', 'Commute', 'Recycling', 'Food', 'Vacation', 'Diet']",5,12,"['Electricity', 'Commute', 'Recycling', 'Diet', 'Food', 'Vacation']",4,6,"['Food', 'Diet', 'Electricity', 'Recycling', 'Commute', 'Vacation']",3,2,"['Recycling', 'Commute', 'Diet', 'Electricity', 'Food', 'Vacation']",4,3,"['Diet', 'Vacation', 'Electricity', 'Food', 'Commute', 'Recycling']",5,13,"['Recycling', 'Vacation', 'Commute', 'Electricity', 'Diet', 'Food']",5,11,"['Recycling', 'Electricity', 'Vacation', 'Commute', 'Diet', 'Food']",4,10,"['Food', 'Recycling', 'Vacation', 'Commute', 'Diet', 'Electricity']",5,14,"['Food', 'Recycling', 'Commute', 'Diet', 'Electricity', 'Vacation']",6,8,"['Diet', 'Electricity', 'Commute', 'Food', 'Recycling', 'Vacation']",5,9,"['Vacation', 'Diet', 'Food', 'Commute', 'Electricity', 'Recycling']",6,15,"['Vacation', 'Recycling', 'Commute', 'Electricity', 'Diet', 'Food']",5,0,"['Electricity', 'Food', 'Commute', 'Diet', 'Recycling', 'Vacation']",4,1,"['Diet', 'Recycling', 'Food', 'Electricity', 'Commute', 'Vacation']",6,5,"['Commute', 'Electricity', 'Food', 'Recycling', 'Vacation', 'Diet']",5,4,"['Commute', 'Recycling', 'Electricity', 'Vacation', 'Diet', 'Food']",-0.33,-0.0575,2.282,0.2726,0,0.0729,0.9,0.1031,3.2,6,1976,5,5,5,6,6,7,5,4,6,4,3,6,6,7,7,6,5.25,"right-leaning",5.58333333333333,6.5,4.5,5,4.5,6.5,6.5,6.16666666666667,5
"160",160,"tkx7x092","5a04ccfef2e3460001edadef","end","2023-10-27 16:01:18.068002",68,"Female","Compulsory education","23.001£ to 30.500£",1,1,7,15,"['Food', 'Diet', 'Commute', 'Electricity', 'Vacation', 'Recycling']",5,1,"['Commute', 'Vacation', 'Food', 'Recycling', 'Electricity', 'Diet']",4,7,"['Food', 'Vacation', 'Electricity', 'Commute', 'Diet', 'Recycling']",5,6,"['Commute', 'Electricity', 'Vacation', 'Food', 'Diet', 'Recycling']",7,8,"['Diet', 'Vacation', 'Electricity', 'Food', 'Recycling', 'Commute']",6,3,"['Commute', 'Vacation', 'Diet', 'Electricity', 'Food', 'Recycling']",6,12,"['Electricity', 'Food', 'Commute', 'Vacation', 'Recycling', 'Diet']",6,5,"['Food', 'Electricity', 'Vacation', 'Recycling', 'Diet', 'Commute']",5,10,"['Commute', 'Electricity', 'Vacation', 'Recycling', 'Food', 'Diet']",6,9,"['Food', 'Recycling', 'Diet', 'Electricity', 'Commute', 'Vacation']",5,13,"['Recycling', 'Electricity', 'Vacation', 'Food', 'Diet', 'Commute']",6,2,"['Electricity', 'Recycling', 'Food', 'Vacation', 'Diet', 'Commute']",7,14,"['Commute', 'Food', 'Recycling', 'Vacation', 'Diet', 'Electricity']",4,4,"['Commute', 'Recycling', 'Food', 'Electricity', 'Diet', 'Vacation']",7,11,"['Food', 'Electricity', 'Commute', 'Recycling', 'Vacation', 'Diet']",2,0,"['Food', 'Electricity', 'Vacation', 'Diet', 'Commute', 'Recycling']",-0.11,-0.0575,1.234,1.0872,0,0,0,0.6988837,2.9,8,1955,5,6,6,6,7,2,6,7,7,1,5,7,4,7,7,4,5.75,"right-leaning",5.33333333333333,4.5,6.5,4,6,5.5,5.5,6.83333333333333,3.83333333333333
"161",161,"vx4wt6t2","5d31c201c88f0e001a4c3cb3","end","2023-10-27 16:01:19.493060",62,"Male","Compulsory education","23.001£ to 30.500£",1,1,5,7,"['Food', 'Diet', 'Commute', 'Vacation', 'Recycling', 'Electricity']",5,5,"['Recycling', 'Diet', 'Food', 'Vacation', 'Commute', 'Electricity']",5,12,"['Recycling', 'Diet', 'Electricity', 'Food', 'Vacation', 'Commute']",4,1,"['Commute', 'Recycling', 'Food', 'Electricity', 'Vacation', 'Diet']",5,2,"['Diet', 'Commute', 'Recycling', 'Electricity', 'Vacation', 'Food']",6,4,"['Diet', 'Food', 'Electricity', 'Vacation', 'Commute', 'Recycling']",5,0,"['Recycling', 'Food', 'Commute', 'Diet', 'Electricity', 'Vacation']",6,13,"['Food', 'Recycling', 'Diet', 'Vacation', 'Commute', 'Electricity']",5,8,"['Electricity', 'Recycling', 'Commute', 'Diet', 'Vacation', 'Food']",5,6,"['Food', 'Recycling', 'Electricity', 'Vacation', 'Commute', 'Diet']",6,3,"['Recycling', 'Electricity', 'Vacation', 'Diet', 'Commute', 'Food']",6,11,"['Diet', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Commute']",6,15,"['Food', 'Diet', 'Electricity', 'Commute', 'Vacation', 'Recycling']",6,9,"['Diet', 'Vacation', 'Commute', 'Recycling', 'Food', 'Electricity']",6,14,"['Recycling', 'Food', 'Vacation', 'Diet', 'Electricity', 'Commute']",6,10,"['Electricity', 'Diet', 'Vacation', 'Commute', 'Food', 'Recycling']",-0.44,-0.0575,2.282,0.2726,0,0,0,1.294697,3.3,9,1961,2,3,3,3,6,1,4,4,3,1,1,1,1,7,4,1,2.75,"right-leaning",2.83333333333333,3.5,4,2,1,4,2.5,4.16666666666667,1.5
"162",162,"uzg4cpsm","5918a03738cc6d0001a4bde7","end","2023-10-27 16:01:34.864768",37,"Male","Higher education (Bachelor, Master, PhD)","> 45.001£",1,1,5,6,"['Food', 'Diet', 'Vacation', 'Recycling', 'Commute', 'Electricity']",4,9,"['Diet', 'Vacation', 'Electricity', 'Recycling', 'Food', 'Commute']",4,15,"['Electricity', 'Food', 'Recycling', 'Commute', 'Diet', 'Vacation']",5,12,"['Food', 'Commute', 'Diet', 'Vacation', 'Recycling', 'Electricity']",4,13,"['Vacation', 'Commute', 'Recycling', 'Electricity', 'Diet', 'Food']",4,5,"['Commute', 'Electricity', 'Vacation', 'Food', 'Recycling', 'Diet']",4,8,"['Diet', 'Food', 'Recycling', 'Electricity', 'Vacation', 'Commute']",3,10,"['Vacation', 'Recycling', 'Commute', 'Electricity', 'Food', 'Diet']",3,3,"['Food', 'Commute', 'Electricity', 'Recycling', 'Vacation', 'Diet']",5,1,"['Commute', 'Diet', 'Food', 'Electricity', 'Recycling', 'Vacation']",4,4,"['Diet', 'Electricity', 'Commute', 'Food', 'Vacation', 'Recycling']",4,11,"['Electricity', 'Food', 'Commute', 'Recycling', 'Vacation', 'Diet']",5,7,"['Vacation', 'Recycling', 'Commute', 'Food', 'Electricity', 'Diet']",3,0,"['Recycling', 'Commute', 'Vacation', 'Food', 'Electricity', 'Diet']",4,14,"['Diet', 'Recycling', 'Food', 'Vacation', 'Commute', 'Electricity']",4,2,"['Vacation', 'Recycling', 'Diet', 'Food', 'Electricity', 'Commute']",-0.44,-0.0575,2.282,0.2726,0.1555,0,0,0.1031,2.3,8,1986,1,1,1,1,5,1,1,1,1,1,1,1,1,6,5,2,1,"right-leaning",2.16666666666667,3,1,1,1,3.5,3.5,3.16666666666667,1.16666666666667
